,index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,tdelta,fom
32,0,February,2015-02-18 00:00:00,15:00:00,2015-02-20 00:00:00,09:00:00,Kentucky,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,0,0,42.0,0.0
33,0,February,2015-02-18 00:00:00,15:00:00,2015-02-20 00:00:00,09:00:00,Missouri,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,0,0,42.0,0.0
34,0,February,2015-02-18 00:00:00,15:00:00,2015-02-20 00:00:00,09:00:00,North Carolina,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,0,0,42.0,0.0
35,0,February,2015-02-18 00:00:00,15:00:00,2015-02-20 00:00:00,09:00:00,Tennessee,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,0,0,42.0,0.0
36,0,February,2015-02-18 00:00:00,15:00:00,2015-02-20 00:00:00,09:00:00,Virginia,SERC,Public appeal to reduce the use of electricity,Severe Weather - Winter,0,0,42.0,0.0
37,0,February,2015-02-19 00:00:00,14:30:00,2015-02-19 00:00:00,15:20:00,Arizona,WECC,Suspected Physical Attack,Vandalism,0,0,0.8333333333333334,0.0
38,0,February,2015-02-20 00:00:00,06:00:00,2015-02-20 00:00:00,10:00:00,North Carolina,SERC,System-wide voltage reductions of 3 percent or more,Severe Weather - Winter,0,0,4.0,0.0
39,0,February,2015-02-20 00:00:00,06:00:00,2015-02-20 00:00:00,10:00:00,South Carolina,SERC,System-wide voltage reductions of 3 percent or more,Severe Weather - Winter,0,0,4.0,0.0
40,0,February,2015-02-21 00:00:00,08:34:00,2015-02-21 00:00:00,12:45:00,Tennessee,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,0,50000,4.183333333333334,209166.6666666667
41,0,February,2015-02-26 00:00:00,03:12:00,2015-02-26 00:00:00,20:00:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,0,62000,16.8,1041600.0
42,0,February,2015-02-26 00:00:00,03:12:00,2015-02-26 00:00:00,20:00:00,South Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,0,62000,16.8,1041600.0
43,0,February,2015-02-26 00:00:00,03:30:00,2015-02-27 00:00:00,12:00:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Winter,400,103776,32.5,3372720.0
44,0,March,2015-03-04 00:00:00,09:05:00,2015-03-04 00:00:00,14:15:00,Tennessee,SERC,Suspected Physical Attack,Vandalism,0,0,5.166666666666667,0.0
45,0,March,2015-03-09 00:00:00,23:50:00,2015-03-10 00:00:00,10:53:00,Washington,WECC,Suspected Physical Attack,Vandalism,0,0,11.05,0.0
46,0,March,2015-03-15 00:00:00,15:30:00,2015-03-15 00:00:00,19:00:00,Oregon,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Wind,210,71000,3.5,248500.0
47,0,March,2015-03-16 00:00:00,07:31:00,2015-03-16 00:00:00,10:06:00,Minnesota,MRO,Suspected Physical Attack,Sabotage,20,5941,2.5833333333333335,15347.583333333334
48,0,March,2015-03-19 00:00:00,18:30:00,2015-03-19 00:00:00,21:37:00,Kansas,SPP,Suspected Physical Attack,Vandalism,0,0,3.1166666666666667,0.0
49,0,March,2015-03-22 00:00:00,16:25:00,2015-03-22 00:00:00,16:26:00,Virginia,RFC,Suspected Physical Attack,Vandalism,24,0,0.016666666666666666,0.0
50,0,March,2015-03-22 00:00:00,16:25:00,2015-03-22 00:00:00,16:26:00,West Virginia,RFC,Suspected Physical Attack,Vandalism,24,0,0.016666666666666666,0.0
51,0,March,2015-03-26 00:00:00,15:21:00,2015-03-26 00:00:00,16:59:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,15,0,1.6333333333333333,0.0
52,0,March,2015-03-29 00:00:00,04:26:00,2015-03-29 00:00:00,09:21:00,California,WECC,Suspected Physical Attack,Vandalism,0,0,4.916666666666667,0.0
53,0,April,2015-04-01 00:00:00,18:25:00,2015-04-01 00:00:00,18:26:00,Utah,WECC,Suspected Physical Attack,Vandalism,0,37,0.016666666666666666,0.6166666666666667
54,0,April,2015-04-02 00:00:00,07:04:00,2015-04-02 00:00:00,08:57:00,Utah,WECC,Suspected Physical Attack,Vandalism,6,5763,1.8833333333333333,10853.65
55,0,April,2015-04-03 00:00:00,02:00:00,2015-04-03 00:00:00,07:48:00,Kansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Thunderstorms,0,70000,5.8,406000.0
56,0,April,2015-04-06 00:00:00,08:12:00,2015-04-06 00:00:00,12:08:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,0,80000,3.933333333333333,314666.6666666666
57,0,April,2015-04-07 00:00:00,15:34:00,2015-04-07 00:00:00,15:46:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,0,0,0.2,0.0
58,0,April,2015-04-17 00:00:00,21:30:00,2015-04-19 00:00:00,23:50:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,280982,50.333333333333336,14142760.666666668
59,0,April,2015-04-18 00:00:00,21:00:00,2015-04-21 00:00:00,04:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,89000,55.0,4895000.0
60,0,April,2015-04-24 00:00:00,19:10:00,2015-04-26 00:00:00,16:00:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,57000,44.833333333333336,2555500.0
61,0,April,2015-04-27 00:00:00,10:30:00,2015-04-28 00:00:00,18:45:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,99500,32.25,3208875.0
62,0,April,2015-04-27 00:00:00,10:30:00,2015-04-28 00:00:00,18:45:00,Texas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,99500,32.25,3208875.0
63,0,May,2015-05-02 00:00:00,22:51:00,2015-05-03 00:00:00,00:26:00,Tennessee,SERC,Suspected Physical Attack,Vandalism,1,215,1.5833333333333333,340.41666666666663
64,0,May,2015-05-04 00:00:00,15:25:00,2015-05-04 00:00:00,15:26:00,Utah,WECC,Suspected Physical Attack,Vandalism,0,0,0.016666666666666666,0.0
65,0,May,2015-05-11 00:00:00,08:32:00,2015-05-11 00:00:00,08:33:00,California,WECC,Suspected Physical Attack,Sabotage,0,0,0.016666666666666666,0.0
66,0,May,2015-05-12 00:00:00,00:40:00,2015-05-12 00:00:00,00:45:00,Mississippi,SERC,Suspected Physical Attack,Sabotage,0,0,0.08333333333333333,0.0
67,0,May,2015-05-18 00:00:00,15:28:00,2015-05-18 00:00:00,15:47:00,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,275,0,0.31666666666666665,0.0
68,0,May,2015-05-25 00:00:00,18:00:00,2015-05-29 00:00:00,07:15:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,454000,85.25,38703500.0
69,0,May,2015-05-25 00:00:00,22:45:00,2015-05-28 00:00:00,01:25:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,61000,50.666666666666664,3090666.6666666665
70,0,May,2015-05-25 00:00:00,20:30:00,2015-05-26 00:00:00,18:30:00,Texas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,57531,22.0,1265682.0
71,0,May,2015-05-26 00:00:00,05:30:00,2015-05-27 00:00:00,19:00:00,Arkansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,19628,37.5,736050.0
72,0,May,2015-05-26 00:00:00,05:30:00,2015-05-27 00:00:00,19:00:00,Louisiana,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,19628,37.5,736050.0
73,0,May,2015-05-26 00:00:00,05:30:00,2015-05-27 00:00:00,19:00:00,Mississippi,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,19628,37.5,736050.0
74,0,May,2015-05-26 00:00:00,05:30:00,2015-05-27 00:00:00,19:00:00,Texas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,19628,37.5,736050.0
75,0,June,2015-06-01 00:00:00,00:27:00,2015-06-01 00:00:00,02:15:00,Kentucky,SERC,Suspected Physical Attack,Vandalism,2,110,1.8,198.0
76,0,June,2015-06-01 00:00:00,19:19:00,2015-06-02 00:00:00,08:36:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,5,484,13.283333333333333,6429.133333333333
77,0,June,2015-06-02 00:00:00,18:58:00,2015-06-02 00:00:00,19:24:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,5,727,0.43333333333333335,315.03333333333336
78,0,June,2015-06-03 00:00:00,15:00:00,2015-06-05 00:00:00,17:00:00,Texas,TRE,Public appeal to reduce the use of electricity,System Operations,0,0,50.0,0.0
79,0,June,2015-06-07 00:00:00,13:54:00,2015-06-07 00:00:00,14:13:00,Tennessee,SERC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident

System-wide voltage reductions of 3 percent or more",System Operations,926,0,0.31666666666666665,0.0
80,0,June,2015-06-07 00:00:00,13:52:00,2015-06-07 00:00:00,14:13:00,Tennessee,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,0,0,0.35,0.0
81,0,June,2015-06-20 00:00:00,13:52:00,2015-06-20 00:00:00,15:30:00,California,WECC,Suspected Physical Attack,Vandalism,0,0,1.6333333333333333,0.0
82,0,June,2015-06-23 00:00:00,18:00:00,2015-06-30 00:00:00,18:00:00,New Jersey,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,263000,168.0,44184000.0
83,0,June,2015-06-23 00:00:00,17:06:00,2015-06-26 00:00:00,16:00:00,Delaware,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,65000,70.9,4608500.0
84,0,June,2015-06-23 00:00:00,17:30:00,2015-06-23 00:00:00,19:00:00,Delaware,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,200000,1.5,300000.0
85,0,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00,05:00:00,Connecticut,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,10407,10.5,109273.5
86,0,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00,05:00:00,Massachusetts,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,10407,10.5,109273.5
87,0,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00,05:00:00,Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,10407,10.5,109273.5
88,0,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00,05:00:00,New Hampshire,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,10407,10.5,109273.5
89,0,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00,05:00:00,Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,10407,10.5,109273.5
90,0,June,2015-06-23 00:00:00,18:30:00,2015-06-24 00:00:00,05:00:00,Vermont,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,10407,10.5,109273.5
91,0,June,2015-06-23 00:00:00,18:18:00,2015-06-23 00:00:00,20:30:00,New Jersey,RFC,"Load shedding of 100 Megawatts or more implemented under emergency operational policy

Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,198,156338,2.2,343943.60000000003
92,0,June,2015-06-27 00:00:00,17:00:00,2015-06-30 00:00:00,17:18:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,68000,72.3,4916400.0
93,0,June,2015-06-29 00:00:00,19:21:00,2015-06-29 00:00:00,19:42:00,Washington,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Severe Weather,0,0,0.35,0.0
94,0,June,2015-06-30 00:00:00,14:00:00,2015-06-30 00:00:00,21:00:00,California,WECC,Public appeal to reduce the use of electricity,Severe Weather,0,0,7.0,0.0
95,0,June,2015-06-30 00:00:00,10:50:00,2015-07-01 00:00:00,21:00:00,California,WECC,Public appeal to reduce the use of electricity,Severe Weather,0,0,34.166666666666664,0.0
96,0,July,2015-07-03 00:00:00,08:30:00,2015-07-03 00:00:00,14:30:00,California,WECC,Suspected Physical Attack,Suspicious Activity ,0,0,6.0,0.0
97,0,July,2015-07-03 00:00:00,17:17:00,2015-07-03 00:00:00,23:30:00,Texas,TRE,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,350,30000,6.216666666666667,186500.0
98,0,July,2015-07-13 00:00:00,14:14:00,2015-07-16 00:00:00,06:00:00,Kentucky,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,480,34169,63.766666666666666,2178843.2333333334
99,0,July,2015-07-13 00:00:00,14:14:00,2015-07-16 00:00:00,06:00:00,Ohio,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,480,34169,63.766666666666666,2178843.2333333334
100,0,July,2015-07-13 00:00:00,19:40:00,2015-07-15 00:00:00,12:15:00,Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,52739,40.583333333333336,2140324.416666667
101,0,July,2015-07-14 00:00:00,15:29:00,2015-07-15 00:00:00,11:55:00,Arkansas,SPP,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,0,0,20.433333333333334,0.0
102,0,July,2015-07-14 00:00:00,20:00:00,2015-07-15 00:00:00,09:23:00,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,366,111644,13.383333333333333,1494168.8666666667
103,0,July,2015-07-15 00:00:00,02:00:00,2015-07-15 00:00:00,02:55:00,California,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,360,0,0.9166666666666666,0.0
104,0,July,2015-07-16 00:00:00,16:45:00,2015-07-16 00:00:00,17:48:00,Texas,SPP,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,117,17311,1.05,18176.55
105,0,July,2015-07-18 00:00:00,02:00:00,2015-07-19 00:00:00,07:00:00,Minnesota,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,250,250000,29.0,7250000.0
106,0,July,2015-07-18 00:00:00,18:26:00,2015-07-18 00:00:00,21:03:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,30,70,2.6166666666666667,183.16666666666666
107,0,July,2015-07-18 00:00:00,19:59:00,2015-07-18 00:00:00,22:45:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,160,78164,2.7666666666666666,216253.73333333334
108,0,July,2015-07-21 00:00:00,12:47:00,2015-07-21 00:00:00,13:12:00,Washington,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,200,0,0.4166666666666667,0.0
109,0,July,2015-07-27 00:00:00,03:52:00,2015-07-27 00:00:00,04:36:00,California,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,System Operations,0,484,0.7333333333333333,354.9333333333333
110,0,July,2015-07-28 00:00:00,12:05:00,2015-07-28 00:00:00,12:26:00,Puerto Rico,,System-wide voltage reductions of 3 percent or more,System Operations,150,0,0.35,0.0
111,0,July,2015-07-29 00:00:00,16:45:00,2015-07-29 00:00:00,21:00:00,New York,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,500,0,4.25,0.0
112,0,July,2015-07-30 00:00:00,09:50:00,2015-07-30 00:00:00,19:00:00,Texas,TRE,Public appeal to reduce the use of electricity,System Operations,0,0,9.166666666666666,0.0
113,0,August,2015-08-02 00:00:00,17:45:00,2015-08-04 00:00:00,03:00:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,162000,33.25,5386500.0
114,0,August,2015-08-03 00:00:00,00:30:00,2015-08-03 00:00:00,02:00:00,Illinois,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,115000,1.5,172500.0
115,0,August,2015-08-03 00:00:00,01:00:00,2015-08-05 00:00:00,00:00:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,72520,47.0,3408440.0
116,0,August,2015-08-03 00:00:00,08:27:00,2015-08-04 00:00:00,01:18:00,Arizona,WECC,Suspected Physical Attack,Sabotage,0,0,16.85,0.0
117,0,August,2015-08-03 00:00:00,08:27:00,2015-08-04 00:00:00,01:18:00,New Mexico,WECC,Suspected Physical Attack,Sabotage,0,0,16.85,0.0
118,0,August,2015-08-04 00:00:00,07:17:00,2015-08-05 00:00:00,12:52:00,Massachusetts,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,66000,29.583333333333332,1952500.0
119,0,August,2015-08-04 00:00:00,07:17:00,2015-08-05 00:00:00,12:52:00,Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,66000,29.583333333333332,1952500.0
120,0,August,2015-08-11 00:00:00,19:30:00,2015-08-13 00:00:00,04:05:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,100000,32.583333333333336,3258333.3333333335
121,0,August,2015-08-13 00:00:00,15:15:00,2015-08-13 00:00:00,19:00:00,Texas,TRE,Public appeal to reduce the use of electricity,Other,0,0,3.75,0.0
122,0,August,2015-08-27 00:00:00,21:51:00,2015-08-28 00:00:00,18:00:00,Puerto Rico,WECC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident / Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,360,0,20.15,0.0
123,0,August,2015-08-29 00:00:00,11:00:00,2015-09-04 00:00:00,15:00:00,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,250,250000,148.0,37000000.0
124,0,August,2015-08-29 00:00:00,13:00:00,2015-08-31 00:00:00,07:00:00,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1200,64000,42.0,2688000.0
125,0,September,2015-09-03 00:00:00,02:33:00,2015-09-03 00:00:00,06:25:00,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,50114,3.8666666666666667,193774.13333333333
126,0,September,2015-09-13 00:00:00,17:56:00,2015-09-13 00:00:00,20:37:00,New York,NPCC,Suspected Physical Attack,Vandalism,0,0,2.683333333333333,0.0
127,0,September,2015-09-20 00:00:00,13:12:00,2015-09-20 00:00:00,13:44:00,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,System Operations,150,0,0.5333333333333333,0.0
128,0,September,2015-09-29 00:00:00,15:40:00,2015-09-29 00:00:00,15:41:00,Oregon,WECC,Suspected Physical Attack,Vandalism,0,0,0.016666666666666666,0.0
129,0,October,2015-10-13 00:00:00,06:30:00,2015-10-13 00:00:00,08:30:00,Utah,WECC,Suspected Physical Attack,Vandalism,0,0,2.0,0.0
130,0,October,2015-10-13 00:00:00,10:25:00,2015-10-13 00:00:00,18:00:00,Texas,TRE,Public appeal to reduce the use of electricity,Other,0,0,7.583333333333333,0.0
131,0,October,2015-10-13 00:00:00,16:32:00,2015-10-13 00:00:00,20:39:00,California,WECC,Public appeal to reduce the use of electricity,Other,41788,0,4.116666666666666,0.0
132,0,October,2015-10-16 00:00:00,12:25:00,2015-10-16 00:00:00,12:56:00,Utah,WECC,Suspected Physical Attack,Vandalism,0,0,0.5166666666666667,0.0
133,0,October,2015-10-18 00:00:00,07:00:00,2015-10-18 00:00:00,23:29:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,88,55677,16.483333333333334,917742.55
134,0,October,2015-10-23 00:00:00,09:42:00,2015-10-23 00:00:00,13:26:00,Puerto Rico,,"Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational / Load shedding of 100 Megawatts or more implemented under emergency operational policy / System-wide voltage reductions of 3 percent of more / Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,500,300000,3.7333333333333334,1120000.0
135,0,October,2015-10-28 00:00:00,13:38:00,2015-10-29 00:00:00,17:00:00,Pennsylvania,RFC,Suspected Physical Attack,Other,0,35000,27.366666666666667,957833.3333333334
136,0,October,2015-10-30 00:00:00,15:00:00,2015-10-30 00:00:00,16:00:00,Oregon,WECC,Suspected Physical Attack,Other,0,0,1.0,0.0
137,0,October,2015-10-31 00:00:00,00:45:00,2015-11-01 00:00:00,16:05:00,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,130252,39.333333333333336,5123245.333333334
138,0,November,2015-11-01 00:00:00,11:53:00,2015-11-01 00:00:00,12:00:00,Ohio,RFC,Suspected Physical Attack,Vandalism,0,0,0.11666666666666667,0.0
